8,1.778856556108,2.229563188249
16,1.772453850935,2.172664240966
32,1.772453850901,1.247169558570
64,1.772453850902,2.347722599242
128,1.772453850903,2.140303154398
256,1.772453850903,1.811845967199
512,1.772453850903,2.027577471169
1024,1.772453850903,1.744059545502


8,1.411210194534,1.449646387103
16,1.549305437090,1.735716125541
32,1.514183987777,1.557952811184
64,1.449396932528,1.531751234773
128,1.463299188113,1.492992047859
256,1.449395247696,1.457311780384
512,1.448689221950,1.428093927644
1024,1.456387233303,1.441515361153
